"isolate" "year" "partyid" "age" "attend" "south" "income" "female" "minority"
"4306" -1 1956 1 34 1 1 3 1 0
"4307" 1 1956 2 37 1 0 4 1 0
"4308" -1 1956 3 59 4 0 3 0 0
"4309" -1 1956 1 41 2 0 3 0 0
"4311" 1 1956 1 67 1 0 1 0 0
"4312" -1 1956 1 36 1 0 4 0 0
"4313" 1 1956 2 75 5 0 2 0 0
"4314" 1 1956 1 56 1 1 1 1 1
"4316" -1 1956 2 24 1 0 2 1 0
"4317" -1 1956 1 44 1 0 3 1 0
"4318" -1 1956 1 28 1 0 5 0 0
"4319" -1 1956 1 73 1 0 2 0 0
"4320" 1 1956 1 24 1 0 3 1 0
"4321" 0 1956 2 37 1 1 3 1 0
"4322" -1 1956 2 71 1 1 3 0 0
"4323" 0 1956 1 39 4 0 3 1 0
"4324" -1 1956 2 32 4 1 4 0 0
"4325" -1 1956 4 59 1 0 5 0 0
"4327" 1 1956 1 55 1 1 3 0 1
"4328" 1 1956 4 77 4 0 1 0 0
"4329" 1 1956 3 29 1 0 2 1 0
"4330" 1 1956 2 57 4 1 3 0 0
"4331" -1 1956 1 55 1 1 3 0 0
"4332" -1 1956 3 65 4 0 1 0 0
"4333" 0 1956 1 59 1 0 2 0 0
"4334" 0 1956 4 53 4 0 4 0 0
"4335" -1 1956 2 40 1 0 2 1 0
"4336" -1 1956 2 40 1 1 1 1 0
"4337" -1 1956 2 37 4 0 4 0 0
"4338" 0 1956 1 67 2 1 1 0 0
"4339" -1 1956 2 25 2 0 2 0 0
"4340" 1 1956 1 21 1 1 2 1 0
"4341" 0 1956 2 62 1 0 2 0 0
"4342" 0 1956 4 53 1 0 3 1 0
"4343" -1 1956 1 34 1 0 3 0 0
"4344" 1 1956 4 43 1 0 2 0 0
"4345" 1 1956 2 25 1 0 3 1 1
"4346" -1 1956 1 40 2 1 3 0 0
"4347" -1 1956 1 45 1 0 4 0 0
"4349" 0 1956 1 52 2 1 2 0 0
"4350" -1 1956 3 21 2 0 1 1 0
"4351" 1 1956 2 63 4 1 1 0 0
"4352" -1 1956 2 35 1 0 3 0 0
"4353" 0 1956 4 39 1 0 3 1 0
"4354" -1 1956 2 28 4 0 3 0 0
"4355" -1 1956 1 33 1 0 3 1 0
"4356" 0 1956 1 25 2 0 3 1 0
"4357" 1 1956 1 25 1 1 3 1 0
"4358" -1 1956 2 34 1 0 3 0 0
"4359" -1 1956 1 40 1 0 4 1 0
"4360" -1 1956 1 35 2 0 3 1 0
"4362" 0 1956 1 46 1 1 3 1 0
"4363" 1 1956 2 66 2 1 2 1 0
"4364" 1 1956 4 27 2 0 3 0 1
"4365" 0 1956 1 53 2 0 2 1 0
"4366" -1 1956 1 62 4 1 1 1 0
"4367" -1 1956 2 45 1 0 4 1 0
"4368" 1 1956 3 78 4 1 1 0 0
"4369" 1 1956 1 41 1 0 4 1 0
"4370" -1 1956 1 25 1 0 3 1 0
"4371" 1 1956 2 70 5 0 1 0 0
"4372" -1 1956 2 55 1 0 2 1 0
"4373" -1 1956 2 49 2 0 4 1 0
"4374" -1 1956 2 22 1 1 2 0 0
"4376" -1 1956 1 39 1 1 5 0 0
"4377" -1 1956 3 40 1 0 3 0 0
"4378" 1 1956 4 21 2 1 3 0 0
"4379" -1 1956 4 44 1 0 4 0 0
"4380" 0 1956 2 43 4 0 1 0 0
"4381" -1 1956 3 23 4 0 3 0 0
"4382" -1 1956 1 60 4 1 1 0 0
"4383" -1 1956 3 37 1 0 3 0 0
"4384" -1 1956 2 83 4 0 3 0 0
"4385" -1 1956 1 36 4 1 2 0 0
"4386" -1 1956 4 62 2 0 2 1 0
"4387" -1 1956 2 40 2 0 4 1 0
"4388" -1 1956 1 47 1 0 4 0 0
"4389" -1 1956 3 42 1 0 4 1 0
"4390" -1 1956 4 42 2 0 3 0 0
"4391" 1 1956 1 39 4 1 5 1 0
"4392" 0 1956 2 33 2 1 1 1 1
"4393" -1 1956 2 29 4 0 2 1 0
"4394" 1 1956 1 41 1 0 2 1 0
"4395" 0 1956 1 30 1 0 2 0 1
"4396" -1 1956 2 32 4 0 3 1 0
"4397" 1 1956 2 28 4 1 4 0 0
"4398" -1 1956 3 39 1 0 4 0 0
"4399" -1 1956 2 38 1 0 3 0 1
"4401" 1 1956 3 46 1 0 4 1 0
"4402" -1 1956 1 40 4 0 1 1 0
"4403" -1 1956 1 55 4 0 4 0 0
"4404" -1 1956 1 49 4 1 2 1 0
"4405" 1 1956 1 35 4 0 3 0 1
"4406" -1 1956 2 71 1 1 1 0 0
"4407" -1 1956 1 52 1 0 1 1 0
"4408" 1 1956 1 51 4 1 3 0 1
"4409" 1 1956 1 60 1 0 2 1 0
"4410" -1 1956 2 54 2 1 1 1 0
"4411" -1 1956 2 30 4 0 2 1 0
"4412" -1 1956 4 23 4 0 3 1 0
"4413" -1 1956 2 44 1 1 2 0 0
"4414" 1 1956 3 21 2 0 4 1 0
"4415" -1 1956 4 50 4 1 4 0 0
"4416" 1 1956 1 59 5 1 3 1 0
"4418" -1 1956 2 68 1 0 5 0 0
"4419" 0 1956 1 45 2 1 3 1 0
"4420" -1 1956 2 45 4 0 4 1 0
"4421" -1 1956 2 30 1 0 3 1 0
"4423" -1 1956 3 44 1 0 4 0 0
"4425" 0 1956 1 52 1 0 3 1 1
"4427" 0 1956 2 36 2 1 3 1 0
"4429" -1 1956 3 33 4 1 3 0 0
"4430" 0 1956 2 36 2 0 3 1 0
"4431" 1 1956 2 30 4 0 1 1 1
"4432" 0 1956 2 44 4 0 4 1 0
"4433" -1 1956 3 30 4 0 4 0 0
"4434" 0 1956 2 41 1 0 2 1 0
"4435" -1 1956 2 42 2 0 4 1 0
"4436" -1 1956 1 59 1 1 2 1 0
"4437" 0 1956 2 44 1 1 1 1 1
"4438" 1 1956 2 56 1 1 3 1 0
"4439" -1 1956 4 24 4 0 4 0 0
"4440" 1 1956 4 65 4 0 1 1 0
"4441" 0 1956 4 29 5 0 4 1 0
"4442" 1 1956 1 44 1 1 2 0 0
"4443" -1 1956 2 25 4 0 4 0 0
"4444" -1 1956 2 62 4 0 4 0 0
"4445" 1 1956 3 61 5 0 2 1 0
"4446" -1 1956 2 25 2 1 2 1 0
"4447" -1 1956 2 41 4 0 5 0 0
"4448" -1 1956 2 38 4 0 3 0 0
"4449" 1 1956 2 82 5 0 1 1 0
"4450" 1 1956 4 41 4 1 2 1 0
"4451" 1 1956 1 36 2 1 3 1 0
"4452" 1 1956 1 61 5 0 1 1 0
"4453" 0 1956 3 21 2 0 4 1 0
"4454" -1 1956 1 34 4 1 3 1 0
"4455" 0 1956 4 71 2 0 2 0 0
"4456" 0 1956 4 36 1 1 2 1 0
"4457" 0 1956 1 44 4 0 4 1 0
"4458" -1 1956 2 39 2 1 4 1 0
"4459" -1 1956 4 21 1 0 1 1 0
"4460" 1 1956 1 60 1 0 2 0 0
"4461" -1 1956 4 30 1 0 4 0 0
"4462" -1 1956 4 41 4 0 3 0 0
"4463" -1 1956 1 34 4 1 4 0 0
"4464" -1 1956 1 65 2 0 2 1 0
"4465" -1 1956 1 42 1 0 2 1 0
"4466" -1 1956 2 61 1 1 2 1 0
"4467" 1 1956 2 46 4 0 2 1 0
"4468" 1 1956 2 70 2 0 4 0 0
"4469" -1 1956 1 61 5 0 5 0 0
"4470" -1 1956 4 39 1 1 3 1 0
"4471" -1 1956 4 32 2 0 3 0 0
"4472" -1 1956 3 35 1 1 2 0 0
"4473" -1 1956 2 35 4 1 5 0 0
"4474" -1 1956 2 48 1 0 4 0 0
"4475" 0 1956 2 49 1 1 1 0 1
"4476" 0 1956 1 23 4 0 4 1 0
"4477" -1 1956 1 33 1 1 3 0 0
"4479" 1 1956 1 75 4 0 1 1 0
"4480" -1 1956 1 31 1 1 4 0 0
"4481" -1 1956 1 69 4 0 3 0 0
"4482" 1 1956 1 26 1 0 3 1 0
"4483" -1 1956 2 30 1 0 3 1 0
"4484" -1 1956 3 46 1 0 3 0 0
"4486" -1 1956 2 32 1 1 3 1 0
"4488" -1 1956 1 31 4 1 3 1 0
"4489" 1 1956 1 49 4 1 3 0 0
"4490" -1 1956 1 29 4 0 3 0 0
"4491" -1 1956 1 36 1 0 3 0 0
"4492" -1 1956 3 52 4 0 4 0 0
"4493" 0 1956 2 37 2 0 2 0 0
"4495" 0 1956 4 37 1 0 4 1 0
"4496" -1 1956 1 33 4 1 2 0 0
"4497" -1 1956 2 48 4 0 1 0 0
"4498" 1 1956 2 42 2 0 5 0 0
"4499" -1 1956 4 38 1 0 4 0 0
"4500" 1 1956 3 58 2 1 4 0 0
"4501" 0 1956 4 45 1 0 1 0 0
"4502" 0 1956 2 48 4 0 3 0 0
"4503" 1 1956 4 33 4 1 1 0 0
"4504" 1 1956 2 63 1 1 1 0 0
"4505" 1 1956 3 55 4 1 1 1 0
"4506" 0 1956 4 56 4 1 1 1 0
"4507" 1 1956 4 53 4 0 1 1 0
"4508" -1 1956 3 50 2 0 4 1 0
"4509" -1 1956 2 41 1 1 5 1 0
"4510" -1 1956 2 23 4 0 4 1 0
"4511" 1 1956 1 30 1 1 4 1 0
"4512" 0 1956 1 28 4 0 3 0 0
"4513" -1 1956 3 28 4 0 2 0 0
"4514" 1 1956 1 37 1 1 3 1 0
"4515" -1 1956 1 60 1 0 4 1 0
"4516" 1 1956 1 35 1 0 4 0 0
"4517" 0 1956 3 68 2 0 1 1 0
"4518" -1 1956 1 62 1 0 4 0 0
"4519" 0 1956 1 52 2 0 2 0 0
"4520" 0 1956 2 70 1 1 1 1 0
"4521" -1 1956 2 40 4 0 2 0 0
"4522" 0 1956 2 72 1 0 2 1 0
"4523" -1 1956 2 39 1 1 5 1 0
"4524" 0 1956 4 29 4 0 4 0 0
"4525" -1 1956 2 38 2 0 3 1 0
"4526" -1 1956 2 36 4 0 2 1 0
"4527" 0 1956 2 48 5 0 4 0 0
"4528" 0 1956 2 31 2 0 4 1 0
"4529" 1 1956 1 57 4 0 4 0 0
"4530" 0 1956 1 39 1 0 2 1 0
"4531" 1 1956 2 35 1 0 3 1 0
"4532" 1 1956 2 41 1 0 5 1 0
"4533" 1 1956 4 29 1 1 3 0 0
"4534" -1 1956 1 46 1 0 2 1 1
"4535" 0 1956 2 60 4 0 3 0 0
"4536" -1 1956 1 33 1 1 1 1 0
"4537" 0 1956 1 38 2 1 1 1 0
"4538" -1 1956 4 36 2 0 4 0 0
"4539" -1 1956 2 31 4 0 4 0 0
"4540" 1 1956 3 56 5 0 1 0 0
"4541" 0 1956 2 27 2 0 2 1 1
"4542" -1 1956 1 30 4 0 4 0 0
"4543" 1 1956 4 24 2 0 3 0 0
"4544" -1 1956 3 42 4 0 4 0 0
"4545" -1 1956 2 52 1 1 1 0 1
"4546" -1 1956 1 38 4 0 4 0 0
"4547" -1 1956 1 42 4 1 3 0 0
"4548" 1 1956 1 83 1 0 4 1 0
"4549" 1 1956 2 50 1 1 3 0 0
"4550" 0 1956 4 66 1 0 2 1 0
"4551" -1 1956 2 35 1 0 4 1 0
"4552" -1 1956 2 40 2 0 4 1 0
"4553" -1 1956 1 44 4 1 3 0 0
"4554" -1 1956 2 29 1 0 3 0 0
"4555" 1 1956 2 32 1 0 3 1 0
"4556" 1 1956 1 46 2 1 3 0 0
"4557" -1 1956 1 36 4 0 2 0 1
"4558" -1 1956 2 46 2 0 4 1 0
"4559" -1 1956 1 51 5 0 5 0 0
"4560" 1 1956 2 40 1 0 3 0 0
"4561" -1 1956 1 52 2 0 3 0 1
"4562" -1 1956 1 70 1 0 1 0 0
"4563" -1 1956 4 40 1 0 3 1 0
"4564" 0 1956 4 37 1 0 3 0 0
"4565" -1 1956 2 40 4 0 4 0 0
"4566" -1 1956 2 26 1 1 3 1 0
"4567" -1 1956 2 27 1 0 2 1 0
"4568" 1 1956 4 62 4 0 3 0 0
"4569" 0 1956 2 37 2 1 1 1 0
"4570" -1 1956 2 43 1 0 3 0 0
"4571" -1 1956 1 28 2 1 3 1 0
"4572" -1 1956 2 30 4 1 4 0 0
"4573" 1 1956 1 29 1 0 2 1 0
"4574" -1 1956 1 32 5 0 4 0 0
"4575" 0 1956 1 82 4 0 1 0 0
"4576" -1 1956 2 47 1 1 4 1 0
"4577" 1 1956 2 54 2 0 1 1 0
"4579" 0 1956 2 56 4 1 2 0 0
"4580" 1 1956 2 26 1 1 1 0 1
"4582" 1 1956 1 62 5 0 3 0 0
"4583" -1 1956 2 32 4 0 3 0 0
"4584" -1 1956 1 49 1 1 2 0 0
"4585" -1 1956 1 25 1 0 2 1 1
"4586" -1 1956 4 34 1 0 3 1 0
"4587" -1 1956 1 45 2 0 4 0 0
"4588" -1 1956 1 51 1 1 4 1 0
"4590" 1 1956 2 28 4 1 3 1 0
"4591" 1 1956 2 23 4 1 3 1 1
"4592" -1 1956 3 24 2 0 5 0 0
"4594" -1 1956 3 38 4 0 4 0 0
"4595" -1 1956 4 46 2 0 4 0 0
"4596" -1 1956 4 72 1 0 1 0 0
"4597" 0 1956 3 61 4 0 1 1 0
"4598" -1 1956 2 23 1 0 3 1 0
"4599" 0 1956 1 73 2 0 1 0 0
"4600" 1 1956 1 55 1 0 5 1 0
"4601" -1 1956 2 38 4 0 1 1 1
"4602" -1 1956 4 25 4 0 4 1 0
"4603" -1 1956 2 31 1 0 3 1 0
"4605" -1 1956 4 51 4 0 3 1 0
"4606" -1 1956 1 35 1 1 2 0 0
"4608" 1 1956 4 34 2 0 3 1 1
"4609" -1 1956 2 50 1 0 4 0 0
"4610" -1 1956 1 50 1 1 5 1 0
"4611" -1 1956 2 54 4 1 5 0 0
"4612" -1 1956 2 36 1 0 4 0 0
"4615" -1 1956 3 43 2 0 3 0 0
"4616" 1 1956 2 50 4 0 2 1 0
"4617" -1 1956 4 46 5 0 4 1 0
"4618" 0 1956 2 42 1 1 5 1 0
"4619" -1 1956 1 38 2 0 2 1 0
"4620" -1 1956 2 34 2 0 4 0 0
"4621" 0 1956 4 69 2 0 1 1 0
"4622" -1 1956 1 32 4 0 4 1 0
"4623" -1 1956 2 41 1 0 4 0 0
"4624" -1 1956 1 41 4 0 4 0 0
"4625" 1 1956 1 65 2 1 5 1 0
"4626" 1 1956 1 48 1 0 3 1 1
"4627" 1 1956 3 25 4 0 2 0 0
"4628" -1 1956 2 47 2 0 1 1 0
"4629" 1 1956 2 55 1 0 2 1 0
"4630" -1 1956 3 24 4 1 3 1 0
"4631" -1 1956 2 42 4 0 3 0 0
"4632" -1 1956 4 32 4 0 3 0 0
"4633" -1 1956 2 24 1 0 2 1 0
"4634" -1 1956 2 56 1 0 5 0 0
"4635" -1 1956 3 21 4 0 1 1 0
"4637" -1 1956 4 72 4 0 3 0 0
"4638" -1 1956 1 67 5 0 1 1 0
"4639" -1 1956 2 47 2 0 4 1 0
"4640" -1 1956 2 48 1 1 5 0 0
"4641" 0 1956 2 29 5 0 2 0 0
"4642" -1 1956 3 28 1 0 3 1 0
"4643" 0 1956 4 21 2 0 5 1 0
"4644" 0 1956 4 35 1 1 3 1 0
"4645" -1 1956 2 42 1 0 4 1 0
"4646" 0 1956 3 48 4 0 3 1 0
"4647" -1 1956 1 60 1 1 3 0 0
"4648" -1 1956 2 58 4 0 3 0 0
"4649" -1 1956 2 30 1 1 1 1 1
"4650" -1 1956 4 42 1 0 3 1 0
"4651" -1 1956 1 36 1 0 2 1 0
"4652" 0 1956 2 23 1 1 3 0 0
"4653" -1 1956 4 19 4 1 2 1 0
"4654" 0 1956 2 45 1 0 2 0 0
"4655" -1 1956 2 49 1 0 2 1 0
"4656" 0 1956 1 78 1 0 4 0 0
"4657" -1 1956 4 25 4 0 3 0 0
"4658" 1 1956 1 72 4 0 1 0 0
"4659" -1 1956 2 40 1 1 1 1 1
"4660" 1 1956 2 33 4 0 3 0 0
"4661" 0 1956 4 30 4 0 3 1 0
"4662" -1 1956 4 23 4 1 3 1 0
"4663" -1 1956 4 31 1 0 2 1 0
"4664" 0 1956 2 48 4 0 4 0 0
"4665" -1 1956 4 45 4 0 4 0 0
"4666" 0 1956 1 66 2 1 1 0 0
"4668" 0 1956 2 43 1 1 4 1 0
"4669" -1 1956 2 32 4 1 4 0 0
"4670" 1 1956 1 21 4 0 2 1 0
"4671" -1 1956 1 44 4 0 5 1 0
"4672" 1 1956 4 59 1 1 4 0 0
"4673" -1 1956 4 34 4 0 4 0 0
"4674" 1 1956 1 60 1 1 2 0 0
"4675" -1 1956 4 27 1 0 3 1 0
"4676" -1 1956 2 46 1 1 3 0 0
"4677" 1 1956 3 67 1 0 3 0 0
"4678" 1 1956 2 43 4 1 2 1 0
"4679" -1 1956 2 34 4 0 3 1 0
"4680" -1 1956 2 39 1 1 2 0 0
"4682" -1 1956 1 26 1 1 2 0 0
"4683" 0 1956 1 38 4 1 3 0 0
"4684" 0 1956 1 53 1 0 1 1 1
"4685" -1 1956 3 27 2 0 2 0 0
"4686" -1 1956 1 38 2 1 2 0 0
"4687" -1 1956 4 48 2 0 2 1 0
"4688" 1 1956 3 30 4 0 3 0 0
"4689" -1 1956 1 42 2 0 5 1 0
"4690" -1 1956 1 55 2 0 2 1 0
"4691" -1 1956 2 22 1 1 3 1 0
"4692" -1 1956 4 41 1 0 2 0 0
"4693" -1 1956 2 27 1 1 3 1 0
"4694" -1 1956 1 23 2 0 4 1 0
"4695" 1 1956 1 43 4 0 4 0 1
"4696" 0 1956 2 24 1 1 2 1 0
"4698" -1 1956 4 41 4 0 2 1 0
"4699" 0 1956 2 47 1 0 4 0 0
"4700" 0 1956 2 42 1 0 2 1 0
"4701" -1 1956 1 34 4 0 4 1 0
"4702" -1 1956 1 48 4 1 4 0 0
"4703" -1 1956 1 38 4 0 2 1 0
"4704" -1 1956 2 29 4 1 3 0 0
"4706" 1 1956 4 24 4 1 2 0 0
"4707" -1 1956 4 54 4 0 5 1 0
"4708" -1 1956 1 25 2 0 4 0 0
"4709" -1 1956 1 21 4 0 3 1 1
"4710" 0 1956 2 32 4 1 1 0 0
"4711" 1 1956 3 48 2 0 3 1 0
"4712" -1 1956 2 47 1 1 3 0 0
"4713" 1 1956 1 35 5 0 3 1 0
"4714" -1 1956 4 23 4 0 2 1 0
"4715" -1 1956 4 35 4 0 3 0 0
"4717" -1 1956 2 30 1 0 3 0 0
"4718" -1 1956 2 52 1 1 3 1 0
"4719" 0 1956 2 42 4 0 2 1 0
"4722" -1 1956 1 39 1 0 3 1 0
"4723" 1 1956 3 36 1 0 2 1 0
"4724" 0 1956 2 67 5 0 3 0 0
"4725" -1 1956 1 34 1 0 3 1 0
"4726" -1 1956 4 50 1 0 4 0 0
"4727" -1 1956 4 56 4 0 2 1 0
"4728" -1 1956 2 55 4 0 3 0 0
"4729" 1 1956 2 31 1 1 1 0 1
"4730" 0 1956 2 76 2 0 1 1 0
"4731" 1 1956 1 46 2 1 2 1 1
"4732" -1 1956 1 58 2 0 4 1 0
"4733" -1 1956 5 23 4 1 3 0 0
"4734" -1 1956 6 42 1 0 3 1 0
"4735" 1 1956 6 65 4 0 3 1 0
"4737" -1 1956 6 23 5 0 3 0 0
"4739" 1 1956 6 34 5 0 3 0 0
"4740" -1 1956 7 40 1 0 2 1 0
"4741" -1 1956 7 46 1 0 5 1 0
"4742" 0 1956 5 56 2 0 5 0 0
"4743" -1 1956 6 63 2 0 3 1 0
"4744" 1 1956 6 42 1 0 4 1 0
"4745" -1 1956 6 33 4 1 3 1 0
"4746" 1 1956 6 55 4 0 2 0 0
"4747" -1 1956 6 55 2 0 2 0 0
"4748" -1 1956 6 41 1 0 5 0 0
"4750" 1 1956 6 70 2 0 1 1 1
"4751" -1 1956 6 50 1 1 4 0 0
"4752" -1 1956 5 36 1 1 4 1 0
"4753" -1 1956 5 27 1 0 3 0 0
"4754" -1 1956 5 38 1 1 3 1 0
"4755" -1 1956 5 30 4 1 5 0 0
"4756" -1 1956 6 38 4 0 3 1 0
"4757" 1 1956 7 45 2 0 4 1 0
"4758" 1 1956 6 30 1 0 3 1 0
"4759" -1 1956 7 64 4 1 2 1 0
"4760" -1 1956 7 45 1 0 4 1 0
"4761" 1 1956 7 35 1 0 3 0 0
"4762" 1 1956 7 26 1 0 5 1 0
"4763" -1 1956 6 30 1 1 3 1 0
"4764" -1 1956 6 29 1 0 2 1 0
"4765" -1 1956 5 27 1 1 4 1 0
"4766" 1 1956 5 29 2 0 4 0 0
"4767" 1 1956 7 53 5 0 1 0 0
"4768" -1 1956 7 42 4 0 3 0 0
"4769" 0 1956 7 53 1 1 5 1 0
"4770" -1 1956 6 25 2 0 4 1 0
"4771" -1 1956 6 44 1 0 4 1 0
"4772" 0 1956 6 63 5 0 2 0 0
"4773" -1 1956 6 25 1 0 4 1 0
"4774" -1 1956 7 73 1 0 4 0 0
"4775" -1 1956 7 61 1 0 4 0 0
"4776" -1 1956 7 74 4 0 2 0 0
"4777" 1 1956 5 59 4 1 3 0 0
"4778" -1 1956 6 35 4 0 4 0 0
"4779" 1 1956 5 63 1 0 3 0 0
"4780" -1 1956 7 48 2 0 4 1 0
"4781" 1 1956 7 56 1 0 3 1 0
"4782" -1 1956 6 51 1 0 2 1 0
"4783" 0 1956 6 71 1 0 1 1 0
"4784" -1 1956 7 56 1 0 5 1 0
"4785" -1 1956 7 47 5 0 3 1 0
"4786" -1 1956 6 32 2 0 4 0 0
"4787" 1 1956 7 53 4 0 3 1 0
"4788" -1 1956 7 52 2 0 5 0 0
"4789" -1 1956 6 39 1 1 2 1 0
"4790" 0 1956 7 32 4 0 3 1 0
"4791" -1 1956 5 41 4 0 2 1 0
"4792" 1 1956 5 66 4 1 2 0 0
"4793" 1 1956 5 53 4 0 3 0 0
"4794" -1 1956 5 59 4 0 5 1 0
"4795" -1 1956 6 48 4 0 4 1 0
"4796" -1 1956 6 47 4 0 5 1 0
"4797" -1 1956 6 26 1 0 3 1 0
"4798" -1 1956 5 45 4 0 2 1 0
"4799" -1 1956 6 34 1 0 4 1 0
"4800" 1 1956 5 59 1 0 3 0 0
"4801" 1 1956 7 54 4 0 4 0 0
"4802" 1 1956 7 60 4 0 4 1 0
"4803" -1 1956 5 47 5 0 5 1 0
"4804" -1 1956 6 27 1 0 3 1 0
"4805" 1 1956 7 60 4 0 5 1 0
"4806" 1 1956 7 83 4 0 2 1 0
"4807" 1 1956 7 70 5 0 1 0 0
"4808" 1 1956 6 67 4 0 2 1 0
"4809" -1 1956 6 24 1 0 4 1 0
"4811" -1 1956 6 30 1 0 3 1 0
"4812" 1 1956 7 50 4 0 5 1 0
"4813" 1 1956 6 42 4 0 3 1 0
"4814" -1 1956 7 33 2 0 5 1 0
"4815" -1 1956 6 47 2 0 3 0 0
"4816" 1 1956 5 25 4 0 4 1 0
"4817" -1 1956 7 28 1 0 1 1 0
"4818" -1 1956 5 34 4 0 1 1 0
"4819" -1 1956 6 51 2 0 3 0 0
"4820" -1 1956 7 48 4 0 4 0 0
"4821" -1 1956 6 39 4 0 2 0 1
"4822" -1 1956 7 37 1 0 2 1 0
"4823" -1 1956 5 74 4 0 3 1 0
"4824" 1 1956 7 31 4 0 3 0 0
"4825" -1 1956 5 27 4 0 3 1 0
"4826" -1 1956 5 54 4 0 2 1 0
"4827" -1 1956 5 27 4 1 4 1 0
"4828" 0 1956 7 57 2 0 5 0 0
"4829" -1 1956 6 47 2 0 4 1 0
"4830" -1 1956 7 52 2 0 3 1 0
"4831" 0 1956 7 80 2 0 1 1 0
"4832" 1 1956 5 56 1 1 2 1 0
"4834" 0 1956 6 34 4 1 3 1 0
"4835" 1 1956 6 34 1 1 2 1 0
"4836" 1 1956 7 75 1 1 1 1 0
"4837" -1 1956 7 73 2 0 1 1 0
"4838" 1 1956 6 41 1 0 3 0 0
"4839" -1 1956 6 59 1 1 3 0 0
"4841" -1 1956 7 61 1 0 2 1 0
"4842" 0 1956 5 61 4 0 5 0 0
"4843" -1 1956 5 33 1 0 4 0 0
"4844" -1 1956 6 23 1 0 2 1 0
"4845" -1 1956 6 29 2 0 5 1 0
"4846" -1 1956 5 63 4 0 1 1 0
"4847" -1 1956 7 33 1 0 5 1 0
"4848" -1 1956 7 31 2 1 3 1 0
"4849" -1 1956 7 23 1 0 4 1 0
"4850" 1 1956 6 42 1 0 3 1 0
"4851" -1 1956 7 44 1 0 5 1 0
"4853" -1 1956 5 22 1 1 3 1 0
"4854" 1 1956 7 51 4 0 4 1 0
"4855" -1 1956 5 27 1 0 3 1 0
"4856" -1 1956 7 75 4 0 1 1 0
"4857" 1 1956 7 22 2 0 2 1 1
"4858" 0 1956 6 43 1 0 3 1 0
"4859" -1 1956 6 38 2 0 5 1 0
"4860" -1 1956 6 27 4 0 3 0 1
"4861" 1 1956 7 33 4 0 3 0 0
"4862" 0 1956 6 69 5 0 1 1 0
"4863" 1 1956 7 70 4 0 1 0 0
"4864" -1 1956 6 35 1 0 4 1 0
"4865" -1 1956 7 69 1 0 3 0 0
"4866" -1 1956 7 31 4 0 4 0 0
"4867" 1 1956 6 27 2 0 3 1 0
"4868" -1 1956 7 39 2 0 3 0 0
"4869" 0 1956 6 52 1 1 5 0 0
"4870" -1 1956 6 62 2 0 4 1 0
"4871" -1 1956 7 51 4 0 2 1 0
"4872" 1 1956 5 50 1 0 4 1 0
"4873" 1 1956 6 33 2 1 1 1 1
"4874" 0 1956 7 45 4 1 4 0 0
"4875" -1 1956 7 60 2 0 2 1 0
"4876" -1 1956 6 25 2 0 4 1 0
"4877" 1 1956 6 48 1 0 3 1 0
"4878" -1 1956 7 41 4 0 3 0 0
"4879" -1 1956 7 68 1 0 2 1 0
"4880" -1 1956 6 51 1 0 3 1 0
"4881" -1 1956 6 58 2 0 4 1 0
"4882" -1 1956 7 35 1 0 3 1 0
"4883" -1 1956 6 28 2 0 3 0 0
"4884" -1 1956 5 61 1 0 3 0 0
"4885" -1 1956 6 37 4 0 4 1 0
"4886" -1 1956 5 57 1 1 2 1 0
"4887" -1 1956 6 37 1 0 4 1 0
"4888" -1 1956 5 40 1 0 4 1 0
"4889" 0 1956 6 34 4 1 2 1 0
"4890" -1 1956 6 70 4 1 3 1 0
"4892" -1 1956 7 76 5 0 1 0 0
"4894" 0 1956 7 80 4 0 2 1 0
"4895" -1 1956 7 63 1 0 3 1 0
"4896" -1 1956 6 28 1 0 2 0 0
"4897" -1 1956 7 29 1 0 3 1 0
"4898" 1 1956 7 57 2 1 2 0 1
"4899" 1 1956 7 30 1 0 4 1 0
"4901" -1 1956 7 72 1 0 2 1 0
"4902" 1 1956 7 73 2 0 2 1 0
"4903" -1 1956 7 36 2 0 5 0 0
"4904" -1 1956 7 83 1 0 1 0 0
"4905" -1 1956 6 69 5 0 1 0 0
"4906" 1 1956 7 91 1 0 1 1 0
"4907" -1 1956 7 71 1 0 1 0 0
"4908" -1 1956 5 36 1 0 2 1 0
"4909" -1 1956 7 30 4 0 4 1 0
"4910" -1 1956 7 32 1 0 4 0 0
"4911" -1 1956 6 32 1 0 5 1 0
"4912" -1 1956 7 33 1 0 4 0 0
"4913" -1 1956 6 34 1 1 2 1 0
"4914" -1 1956 6 52 5 0 3 1 1
"4915" -1 1956 5 34 1 0 5 0 0
"4916" 1 1956 7 78 1 0 1 1 0
"4917" -1 1956 6 48 4 0 2 1 0
"4918" 0 1956 6 50 1 0 3 0 0
"4919" 1 1956 6 32 4 1 3 0 0
"4920" -1 1956 7 62 1 0 2 0 0
"4921" -1 1956 7 54 1 0 4 1 0
"4922" -1 1956 5 63 4 0 5 0 0
"4923" -1 1956 5 27 4 0 3 1 0
"4924" 1 1956 6 42 2 0 2 0 0
"4925" -1 1956 5 33 1 0 3 1 0
"4926" -1 1956 7 23 1 0 3 1 0
"4927" -1 1956 5 35 2 1 2 0 0
"4928" -1 1956 7 55 4 0 3 1 0
